target,precursor_ids,doi,year,type
Li1.1Mn1.9O4,"567,1005",10.1149/1.2732169,2007,train
Li1.1Mn1.8Zn0.1O4,"220,567,1005",10.1149/1.2732169,2007,train
KNbO3,"526,860",10.1149/1.2775168,2007,train
LaCoO3,"291,824",10.1149/1.2775168,2007,train
Dy0.05ZnGa1.95O4,"32,220,593",10.1149/1.2780859,2007,train
CaSc2O4,"740,591",10.1149/1.2741172,2007,train
Li0.3333Ti0.4167O1,"759,1005",10.1149/1.2783770,2007,train
LiMn2O4,"1005,242",10.1149/1.2783770,2007,train
LiFePO4,"745,1005,253",10.1149/1.2815609,2008,train
Cu2Sb,"146,228",10.1149/1.2815477,2008,train
SrAl2O4,"671,300",10.1149/1.2962414,2008,train
Zn0.5Ge0.25O1,"220,798",10.1149/1.2957910,2008,train
LiZnPO4,"178,220,360",10.1149/1.2965642,2008,train
LiMn0.22Zn0.78PO4,"178,220,242,360",10.1149/1.2965642,2008,train
Li0.5Co0.5O1,"291,1005",10.1149/1.2976207,2008,train
Gd0.2Ce0.8O2,"412,729",10.1149/1.2969914,2008,train
Mn1.8CuO4,"818,567",10.1149/1.2975367,2008,train
CaAl2S4,"222,161,386",10.1149/1.2966217,2008,train
Gd0.05Y0.85Al3B4O12,"671,865,729,196",10.1149/1.2978094,2008,train
Gd0.05Y0.45Al3B4O12,"671,865,729,196",10.1149/1.2978094,2008,train
Gd0.5Y0.4Al3B4O12,"671,865,729,196",10.1149/1.2978094,2008,train
Gd0.5Al3B4O12,"671,729,196",10.1149/1.2978094,2008,train
BaYb0.5Zr0.5O3,"256,980,153",10.1149/1.2969806,2008,train
BaYb0.5Zr0.5O3,"40,617,3",10.1149/1.2969806,2008,train
LiMn1.5Ni0.5O4,"720,1005,242",10.1149/2.004305jes,2013,train
LiTi0.6Mn0.9Ni0.5O4,"759,720,1005,242",10.1149/2.004305jes,2013,train
La0.3333Co0.3333O1,"291,824",10.1149/1.2999054,2008,train
BaGdCo2O5,"40,291,729",10.1149/1.2965792,2008,train
SrGdCo2O5,"291,729,300",10.1149/1.2965792,2008,train
Sr0.0714La0.2857Mg0.0714Ga0.2857O1,"835,824,593,300",10.1149/1.2965792,2008,train
Na0.6CoO2,"291,716",10.1149/1.2988095,2008,train
LiEu0.1La1.9BO5,"196,1005,226,824",10.1149/1.2946482,2008,train
LiEu0.5La1.5BO5,"196,1005,226,824",10.1149/1.2946482,2008,train
Sn0.1429P0.2857O1,"197,248",10.1149/1.2988135,2008,train
Cs0.25P0.25H0.5O1,"197,715",10.1149/1.2988135,2008,train
Ce0.9Y0.1O1.95,"865,412",10.1149/1.2990729,2008,train
Ce0.6Y0.4O1.8,"865,412",10.1149/1.2990729,2008,train
VBiO4,"560,192",10.1149/1.2990701,2008,train
Y2Si2O7,"865,746",10.1149/1.2993156,2008,train
V3CoO8,"943,680",10.1149/1.3077579,2009,train
Li2SiO4,"1005,746",10.1149/1.3065098,2009,train
CaSc2O4,"983,699",10.1149/1.3060382,2009,train
Ca0.03La2.97NbO7,"824,526,983",10.1149/1.3068397,2009,train
Sr0.15La2.85NbO7,"824,300,526",10.1149/1.3068397,2009,train
La3Ti0.01Nb0.99O7,"759,824,526",10.1149/1.3068397,2009,train
SrTi0.99Nb0.01O3,"526,759,300",10.1149/1.3078406,2009,train
SrTi0.95Nb0.05O3,"526,759,300",10.1149/1.3078406,2009,train
SrTi0.8Nb0.2O3,"526,759,300",10.1149/1.3078406,2009,train
MgGeO3,"835,798",10.1149/1.3077570,2009,train
Na0.3Co0.5O1,"291,716",10.1149/1.3111842,2009,train
Sr3SiO5,"746,300",10.1149/1.3106042,2009,train
LaSn3,"811,966",10.1149/1.3125132,2009,train
LaIn0.3Sn2.7,"811,425,966",10.1149/1.3125132,2009,train
LaIn3,"811,425",10.1149/1.3125132,2009,train
LiMn2O4,"567,1010",10.1149/1.3139013,2009,train
LiMn1.9Ru0.1O4,"660,567,1010",10.1149/1.3139013,2009,train
LiMn1.75Ru0.25O4,"660,567,1010",10.1149/1.3139013,2009,train
Li39.5Al12.34Ge37.04P74.08O297.54,"360,1005,671,798",10.1149/1.3122903,2009,train
Ca0.19La0.76FeO3,"983,289,8",10.1149/1.3123284,2009,train
Ca2Si5N8,"789,782",10.1149/1.3153114,2009,train
Ca2MgSi2O7,"390,440,398",10.1149/1.3176668,2009,train
Ca1.96MgSi2O7,"390,440,398",10.1149/1.3176668,2009,train
Ca3Y2Si6O18,"983,865,746",10.1149/1.3148242,2009,train
Ca2GeO4,"798,983",10.1149/1.3200842,2009,train
Li0.25Fe0.25P0.25O1,"1005,745,360",10.1149/1.3183880,2009,train
Li0.25Fe0.25P0.25O1,"1005,745,360",10.1149/1.3183880,2009,train
Sr0.5La0.5Fe0.8Ga0.2O3,"941,824,1011,300",10.1149/1.3166144,2009,train
TaAlO4,"671,114",10.1149/1.3216049,2009,train
Na0.6CoO2,"507,291",10.1149/1.3216044,2009,train
Li0.2Co0.5O1,"291,1005",10.1149/1.3216044,2009,train
SrZn2P2O8,"360,220,300",10.1149/1.3190479,2009,train
LiCa9ZnP7O28,"220,1005,253,983",10.1149/1.3236417,2009,train
Y1S0.5O1,"865,222",10.1149/1.3236417,2009,train
LiSr2SiO4F,"423,300,746",10.1149/1.3122663,2009,train
LiSr1.98Eu0.02SiO4F,"423,226,300,746",10.1149/1.3122663,2009,train
TiSb2,"972,146",10.1149/1.3254161,2010,train
MgAl2O4,"671,762",10.1149/1.3243856,2009,train
CuAlO2,"20,543",10.1149/1.3258659,2010,train
Ca0.015CuAl0.985O2,"20,543,1024",10.1149/1.3258659,2010,train
Li0.25Fe0.25P0.25O1,"1005,745,360",10.1149/1.3261837,2010,train
SrY3SiP5O20,"746,865,300,360",10.1149/1.3147266,2009,train
Na0.01Sr2.98Eu0.01AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
Na0.03Sr2.94Eu0.03AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
Na0.06Sr2.88Eu0.06AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
Na0.1Sr2.8Eu0.1AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
Na0.15Sr2.7Eu0.15AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
Na0.3Sr2.4Eu0.3AlO4F,"20,951,536,226,300",10.1149/1.3266931,2010,train
CaMgSiO4,"835,398,983",10.1149/1.3271108,2010,train
SrSi2N2O2,"300,746,789",10.1149/1.3270491,2010,train
Co1Sn1,"966,1020",10.1149/1.3239988,2009,train
Li0.25Mn0.5O1,"1005,559",10.1149/1.3332745,2010,train
Li0.25Mn0.5O1,"1005,559",10.1149/1.3332745,2010,train
Mg3Ce0.03Y1.97Ge3O12,"835,865,412,798",10.1149/1.3328530,2010,train
Mg3Ce0.03Y1.97Ge0.9Si2.1O12,"835,398,865,412,798",10.1149/1.3328530,2010,train
Na0.01Sr2.98Ce0.01AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.03Sr2.94Ce0.03AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.06Sr2.88Ce0.06AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.09Sr2.82Ce0.09AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.12Sr2.76Ce0.12AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.15Sr2.7Ce0.15AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Na0.2Sr2.6Ce0.2AlO4F,"20,951,536,412,300",10.1149/1.3337092,2010,train
Tb0.2Ce0.4La0.4PO4,"84,824,412,253",10.1149/1.3358109,2010,train
Ba2B2P2O10,"40,360,196",10.1149/1.3328178,2010,train
Sr2B2P2O10,"300,360,196",10.1149/1.3328178,2010,train
Sr2Al2SiO7,"398,671,300",10.1149/1.3371488,2010,train
Sr1.96Al2SiO7,"398,671,300",10.1149/1.3371488,2010,train
Li1.05Mn1.95O4,"1005,242",10.1149/1.3425606,2010,train
Li1.05Mn1.9Al0.05O4,"497,1005,242",10.1149/1.3425606,2010,train
Li1.05Mn1.85Al0.1O4,"497,1005,242",10.1149/1.3425606,2010,train
Li1.05Mn1.8Al0.15O4,"497,1005,242",10.1149/1.3425606,2010,train
Li1.05Mn1.75Al0.2O4,"497,1005,242",10.1149/1.3425606,2010,train
Li1.05Mn1.95O4,"1005,242",10.1149/1.3425606,2010,train
Li1.05Mg0.05Mn1.9O4,"835,1005,242",10.1149/1.3425606,2010,train
Li1.05Mg0.1Mn1.85O4,"835,1005,242",10.1149/1.3425606,2010,train
Li1.05Mg0.15Mn1.8O4,"835,1005,242",10.1149/1.3425606,2010,train
Li1.05Mg0.2Mn1.75O4,"835,1005,242",10.1149/1.3425606,2010,train
Ca0.25Si0.625N1,"789,782",10.1149/1.3364953,2010,train
Na0.44MnO2,"951,567",10.1149/1.3428667,2010,train
NaW2InO8,"951,243,638",10.1149/1.3417080,2010,train
NaW2In0.995Bi0.005O8,"951,243,638,192",10.1149/1.3417080,2010,train
NaW2In0.99Bi0.01O8,"951,243,638,192",10.1149/1.3417080,2010,train
NaW2In0.975Bi0.025O8,"951,243,638,192",10.1149/1.3417080,2010,train
Na3Fe3P4O16,"951,360,745",10.1149/1.3442365,2010,train
KCaPO4,"360,860,983",10.1149/1.3429887,2010,train
Sr3LaP3O12,"253,824,300",10.1149/1.3384662,2010,train
LiMn1.5Ni0.5O4,"720,1005,559",10.1149/1.3439678,2010,train
Sr0.5Si0.25O1,"300,746",10.1149/1.3454723,2010,train
Sr0.5Si0.25O1,"746,300",10.1149/1.3409560,2010,train
LaMoBO6,"824,196,406",10.1149/1.3430075,2010,train
Li1.2Fe2F6.2,"682,873,423",10.1149/1.3473809,2010,train
Ca0.25Al0.5O1,"671,983",10.1149/1.3478141,2010,train
Cr2MnO4,"559,437",10.1149/1.3478659,2010,train
La9.33Si6O26,"824,746",10.1149/1.3464803,2010,train
Mg0.3Hf0.7O1.7,"835,516",10.1149/1.3465656,2010,train
BaSi2N2O2,"40,789,746",10.1149/1.3479763,2010,train
Ba0.9Eu0.1Si2N2O2,"40,789,226,746",10.1149/1.3479763,2010,train
Ba2Si3O8,"40,746",10.1149/1.3465655,2010,train
Na2GdPO4F2,"163,253,729",10.1149/1.3409562,2010,train
GdPO4,"253,729",10.1149/1.3409562,2010,train
Na2GdPO4F2,"163,253,729",10.1149/1.3409562,2010,train
Na0.5Gd0.25P0.25O1F0.5,"163,253,729",10.1149/1.3409562,2010,train
FeCu2Al7,"941,161,228",10.1149/1.3477162,2010,train
BaTiO3,"40,759",10.1149/1.3496667,2010,train
Ba0.8Ca0.2TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.77Ca0.23TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.75Ca0.25TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.7Ca0.3TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.65Ca0.35TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.6Ca0.4TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.5Ca0.5TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.4Ca0.6TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.3Ca0.7TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.2Ca0.8TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.1Ca0.9TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba0.08Ca0.92TiO3,"40,759,983",10.1149/1.3496667,2010,train
Ba2SiO4,"40,746",10.1149/1.3497357,2010,train
SrLaMnFeO3,"104,960,799,714",10.1149/1.3500979,2010,train
Sr0.95La0.05Zr0.95Fe0.05O3,"3,289,824,300",10.1149/1.3518426,2011,train
Sr0.955La0.045Zr0.95Fe0.05O3,"3,289,824,300",10.1149/1.3518426,2011,train
Sr0.3208La0.0125Zr0.3167Fe0.0167O1,"3,289,824,300",10.1149/1.3518426,2011,train
Sr0.975La0.025Zr0.95Fe0.05O3,"3,289,824,300",10.1149/1.3518426,2011,train
BaTiO3,"40,759",10.1149/1.3526596,2011,train
MgAlSiN3,"789,940,619",10.1149/1.3525608,2011,train
CaLa2Mo4O16,"208,824,983",10.1149/1.3518782,2011,train
ZrP2O7,"3,197",10.1149/1.3474942,2010,train
Zr0.1429P0.2857O1,"197,3",10.1149/1.3474942,2010,train
LiCaBO3,"1005,196,983",10.1149/1.3526319,2011,train
Ca0.7487Si0.2513Cl0.5025O1,"900,746,983",10.1149/1.3518763,2011,train
BaEuB9O16,"40,226,196",10.1149/1.3489426,2010,train
GdPO4,"729,360",10.1149/1.3517458,2011,train
Gd0.25P0.25O1,"729,360",10.1149/1.3517458,2011,train
Li4Ti5O12,"759,1005",10.1149/1.3533391,2011,train
Li4Ti4.75Nb0.25O12,"526,759,1005",10.1149/1.3533391,2011,train
Ca0.96Eu0.04Al2O4,"226,671,983",10.1149/1.3551528,2011,train
Ca0.96Eu0.04Si2N2O2,"226,746,789,983",10.1149/1.3551528,2011,train
Li2GeS3,"23,859",10.1149/1.3552927,2011,train
Li6GeS5,"23,859",10.1149/1.3552927,2011,train
Li4GeS4,"23,859",10.1149/1.3552927,2011,train
BaLa2ZnO5,"40,220,824",10.1149/1.3544936,2011,train
NaBaPO4,"40,951,253",10.1149/1.3556095,2011,train
Na2Ti3O7,"951,759",10.1149/1.3562207,2011,train
Ba1.6Ca0.4P2O7,"40,253,983",10.1149/1.3562958,2011,train
Li3Ba2Dy0.01Y2.99Mo8O32,"40,32,865,208,1005",10.1149/1.3560528,2011,train
Li3Ba2Dy2.8Y0.2Mo8O32,"40,32,865,208,1005",10.1149/1.3560528,2011,train
Li3Ba2Tb0.01Y2.99Mo8O32,"40,865,208,1005,84",10.1149/1.3560528,2011,train
Li3Ba2Tb2.8Y0.2Mo8O32,"40,865,208,1005,84",10.1149/1.3560528,2011,train
Li3Ba2Eu0.01Y2.99Mo8O32,"40,865,208,226,1005",10.1149/1.3560528,2011,train
Li3Ba2Eu2.8Y0.2Mo8O32,"40,865,208,226,1005",10.1149/1.3560528,2011,train
Sr2MgMoO6,"835,208,300",10.1149/1.3569754,2011,train
Ca3Al2O6,"671,983",10.1149/1.3575633,2011,train
Ca2.1Eu0.9Al2O6,"226,671,983",10.1149/1.3575633,2011,train
LaSi3N5,"456,789",10.1149/1.3579505,2011,train
Ba3Y2WO9,"40,79,865",10.1149/1.3585838,2011,train
LaVO4,"560,824",10.1149/1.3594145,2011,train
Sr0.5Si1N1O1,"789,300,746",10.1149/1.3600349,2011,train
Sr0.5Si0.25O1,"300,746",10.1149/1.3600349,2011,train
Sr0.99Ca2Eu0.01P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.98Ca2Eu0.02P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.97Ca2Eu0.03P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.96Ca2Eu0.04P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.95Ca2Eu0.05P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.94Ca2Eu0.06P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Sr0.93Ca2Eu0.07P2O8,"253,226,300,983",10.1149/1.3604743,2011,train
Na2SiO3,"951,746",10.1149/1.2752986,2007,train
NaEu0.3Y0.7Mo0.05Si0.95O4,"951,398,865,208,226",10.1149/1.3600350,2011,train
NaEu0.3Y0.7Mo0.4Si0.6O4,"951,398,865,208,226",10.1149/1.3600350,2011,train
SrCe0.005La0.995Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
SrCe0.01La0.99Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
SrCe0.03La0.97Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
SrCe0.06La0.94Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
SrCe0.1La0.9Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
SrCe0.15La0.85Ga3S6O,"752,693,843,479",10.1149/1.3601850,2011,train
Gd0.1Ce0.9O1.95,"412,729",10.1149/2.026404jes,2014,train
Cs0.25P0.25H0.5O1,"197,715",10.1149/2.052404jes,2014,train
Li0.6667Ru0.3333O1,"660,1005",10.1149/2.030406jes,2014,train
Li2RuO3,"660,1005",10.1149/2.030406jes,2014,train
Li0.6667Ru0.3333O1,"660,1005",10.1149/2.030406jes,2014,train
CeP2O7,"412,197",10.1149/2.062404jes,2014,train
SrCoO2.5,"300,291",10.1149/2.063405jes,2014,train
BaCe0.45Y0.15Zr0.4O3,"40,865,412,3",10.1149/2.036406jes,2014,train
LaAlO3,"824,671",10.1149/2.053405jes,2014,train
Na0.5Ti0.75Ni0.25O2,"951,759,152",10.1149/2.118406jes,2014,train
NaTi0.5Ni0.5O2,"951,759,152",10.1149/2.118406jes,2014,train
Li0.5Co0.5O1,"291,1005",10.1149/2.0621410jes,2014,train
LiCoO2,"481,341",10.1149/2.0621410jes,2014,train
NaCrO2,"951,437",10.1149/2.1131410jes,2014,train
LiMn1.5Fe0.08Ni0.42O4,"973,1005,567,152",10.1149/2.0021411jes,2014,train
BaCe0.2Y0.2Zr0.6O2.9,"40,865,412,3",10.1149/2.017409jes,2014,train
Li5La3Nb2O12,"526,824,90",10.1149/2.0241414jes,2014,train
Li6.4Sm0.7La3Nb1.3O12,"526,824,90,754",10.1149/2.0241414jes,2014,train
Y2Si3N4O3,"865,789",10.1149/2.002203jes,2012,train
YW1.99Mo0.01AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.97Mo0.03AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.95Mo0.05AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.93Mo0.07AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.9Mo0.1AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.7Mo0.3AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.5Mo0.5AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YW1.3Mo0.7AgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
YWMoAgO8,"243,865,208,791",10.1149/2.002201jes,2012,train
Y0.99Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.97Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.95Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.93Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.9Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.7Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.5Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Y0.3Mo2AgO8,"865,208,791",10.1149/2.002201jes,2012,train
Mo2AgO8,"208,791",10.1149/2.002201jes,2012,train
NaBaBiTeO6,"40,951,438,192",10.1149/2.046203jes,2012,train
Ba2Bi0.667TeO6,"40,438,192",10.1149/2.046203jes,2012,train
Na3Lu0.99Gd0.01Si2O7,"951,317,729,746",10.1149/2.027203jes,2012,train
Na3Lu0.9Gd0.1Si2O7,"951,317,729,746",10.1149/2.027203jes,2012,train
Na3Lu0.85Gd0.15Si2O7,"951,317,729,746",10.1149/2.027203jes,2012,train
Na3Lu0.99Ce0.01Si2O7,"951,317,412,746",10.1149/2.027203jes,2012,train
Na3Lu0.9Ce0.1Si2O7,"951,317,412,746",10.1149/2.027203jes,2012,train
Na3Lu0.85Ce0.15Si2O7,"951,317,412,746",10.1149/2.027203jes,2012,train
Cs2Ti5O11,"759,715",10.1149/2.051201jes,2012,train
K2Ti4O9,"860,759",10.1149/2.051201jes,2012,train
Na0.2857Ti0.4286O1,"951,759",10.1149/2.051201jes,2012,train
Li0.5Co0.5O1,"291,1005",10.1149/2.006203jes,2012,train
Ba0.8Sr0.2Zr0.1Ti0.9O3,"40,759,3,300",10.1149/2.068204jes,2012,train
Ca9Ce0.03Y0.97P7O28,"865,253,412,983",10.1149/2.029111jes,2011,train
Ca8.991Eu0.009Ce0.03Y0.97P7O28,"865,253,226,412,983",10.1149/2.029111jes,2011,train
Ca8.973Eu0.027Ce0.03Y0.97P7O28,"865,253,226,412,983",10.1149/2.029111jes,2011,train
Ca8.955Eu0.045Ce0.03Y0.97P7O28,"865,253,226,412,983",10.1149/2.029111jes,2011,train
K0.5Na0.63Li0.87CO3,"951,1005,860",10.1149/2.jes112828,2012,train
Na0.65CoO2,"951,683",10.1149/2.102205jes,2012,train
Na0.01Sr2.98Eu0.01B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
Na0.03Sr2.94Eu0.03B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
Na0.05Sr2.9Eu0.05B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
Na0.1Sr2.8Eu0.1B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
Na0.15Sr2.7Eu0.15B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
Na0.2Sr2.6Eu0.2B2SiO8,"951,226,300,746,196",10.1149/2.073204jes,2012,train
LiTi2P3O12,"807,759,360",10.1149/2.075205jes,2012,train
Sr0.3La0.7VO4,"560,824,300",10.1149/2.092205jes,2012,train
Li9V3P8O29,"560,1005,360",10.1149/2.080205jes,2012,train
K0.1667Na0.21Li0.29C0.3333O1,"951,1005,860",10.1149/2.076206jes,2012,train
MgCe0.2Y3.8Si3O13,"835,865,412,746",10.1149/2.077205jes,2012,train
Mg0.6Ce0.2Y3.8Mn0.4Si3O13,"835,865,412,242,746",10.1149/2.077205jes,2012,train
Ba3Si6N2O12,"40,789,746",10.1149/2.047205jes,2012,train
LiFePO4,"1005,745,360",10.1149/2.052204jes,2012,train
Li0.995Nb0.005FePO4,"526,1005,745,360",10.1149/2.052204jes,2012,train
Li0.99Nb0.01FePO4,"526,1005,745,360",10.1149/2.052204jes,2012,train
Li0.98Nb0.02FePO4,"526,1005,745,360",10.1149/2.052204jes,2012,train
Li0.97Nb0.03FePO4,"526,1005,745,360",10.1149/2.052204jes,2012,train
Li0.96Nb0.04FePO4,"526,1005,745,360",10.1149/2.052204jes,2012,train
Li0.25Fe0.25P0.25O1,"1005,745,360",10.1149/2.052204jes,2012,train
LiMn0.333Co0.333Ni0.333O2,"291,426,559,1010",10.1149/2.058207jes,2012,train
Li0.0833Ti0.1667P0.25O1,"807,759,360",10.1149/2.058207jes,2012,train
LiTi2P3O12,"759,1005,360",10.1149/2.074207jes,2012,train
LiMn0.333Co0.333Ni0.333O2,"49,720,559,1010",10.1149/2.074207jes,2012,train
Li2TiO3,"759,1005",10.1149/2.075207jes,2012,train
Li155P45S190,"23,345",10.1149/2.085207jes,2012,train
Sr1.87Ce0.87O4,"412,300",10.1149/1.3611678,2011,train
Sr1.74CeO4,"412,300",10.1149/1.3611678,2011,train
Sr1.9Eu0.1SiO4,"300,226,746",10.1149/1.3625282,2011,train
Ba0.4Sr1.5Eu0.1SiO4,"300,226,40,746",10.1149/1.3625282,2011,train
Ba0.8Sr1.1Eu0.1SiO4,"300,226,40,746",10.1149/1.3625282,2011,train
Ba1.2Sr0.7Eu0.1SiO4,"300,226,40,746",10.1149/1.3625282,2011,train
Ba1.6Sr0.3Eu0.1SiO4,"300,226,40,746",10.1149/1.3625282,2011,train
Ba1.9Eu0.1SiO4,"226,40,746",10.1149/1.3625282,2011,train
CsMgPO4,"360,891,715",10.1149/1.3603971,2011,train
Ba0.3333Zr0.3333O1,"40,3",10.1149/1.3606374,2011,train
V0.25Bi0.25O1,"560,192",10.1149/1.3561425,2011,train
V0.25Bi0.25O1,"560,192",10.1149/1.3561425,2011,train
CaWO4,"243,983",10.1149/2.036111jes,2011,train
Ba2GdB2O6Cl,"40,343,729,196",10.1149/2.050111jes,2011,train
Y4GeO8,"865,798",10.1149/1.3607428,2011,train
K0.1667Na0.21Li0.29C0.3333O1,"951,1005,860",10.1149/2.047112jes,2011,train
NaMnO2,"567,128",10.1149/2.035112jes,2011,train
LiBa3MgV3O12,"40,835,1005,303",10.1149/2.067112jes,2011,train
Ca2SnO4,"983,248",10.1149/2.062112jes,2011,train
Ba2Zr2Si3O12,"40,3,746",10.1149/2.008112jes,2011,train
BaZrSi3O9,"40,3,746",10.1149/2.008112jes,2011,train
LiYbZnO3,"220,1005,617",10.1149/2.014201jes,2012,train
SrMgB6O11,"835,300,196",10.1149/2.053201jes,2012,train
Sr0.0909Mg0.0909B0.5455O1,"835,300,196",10.1149/2.053201jes,2012,train
SrMgB6O11,"835,300,196",10.1149/2.053201jes,2012,train
Sr3.99Ca6Eu0.01Si6O21Cl2,"869,226,300,746,983",10.1149/2.050201jes,2012,train
Sr3.97Ca6Eu0.03Si6O21Cl2,"869,226,300,746,983",10.1149/2.050201jes,2012,train
Sr3.95Ca6Eu0.05Si6O21Cl2,"869,226,300,746,983",10.1149/2.050201jes,2012,train
Sr3.925Ca6Eu0.075Si6O21Cl2,"869,226,300,746,983",10.1149/2.050201jes,2012,train
Sr3.9Ca6Eu0.1Si6O21Cl2,"869,226,300,746,983",10.1149/2.050201jes,2012,train
NaBaPO4,"40,951,360",10.1149/2.058111jes,2011,train
Sr0.6Si0.2O1,"746,300",10.1149/2.016111jes,2011,train
SrSi2N2O2,"300,746,789",10.1149/2.003202jes,2012,train
Sr0.99Yb0.01Si2N2O2,"617,300,746,789",10.1149/2.003202jes,2012,train
Sr0.98Yb0.02Si2N2O2,"617,300,746,789",10.1149/2.003202jes,2012,train
Sr0.97Yb0.03Si2N2O2,"617,300,746,789",10.1149/2.003202jes,2012,train
Sr0.96Yb0.04Si2N2O2,"617,300,746,789",10.1149/2.003202jes,2012,train
Sr0.95Yb0.05Si2N2O2,"617,300,746,789",10.1149/2.003202jes,2012,train
Sr0.98Eu0.02Si2N2O2,"226,300,746,789",10.1149/2.003202jes,2012,train
Sr0.97Yb0.01Eu0.02Si2N2O2,"617,226,300,746,789",10.1149/2.003202jes,2012,train
Sr0.96Yb0.02Eu0.02Si2N2O2,"617,226,300,746,789",10.1149/2.003202jes,2012,train
Sr0.95Yb0.03Eu0.02Si2N2O2,"617,226,300,746,789",10.1149/2.003202jes,2012,train
Sr0.94Yb0.04Eu0.02Si2N2O2,"617,226,300,746,789",10.1149/2.003202jes,2012,train
Sr0.93Yb0.05Eu0.02Si2N2O2,"617,226,300,746,789",10.1149/2.003202jes,2012,train
NaMgPO4,"951,360,891",10.1149/2.013202jes,2012,train
SrTi0.3Fe0.7O3,"289,759,300",10.1149/2.1321608jes,2016,train
Ti3AlC2,"18,972,161",10.1149/2.0921609jes,2016,train
La4Co3O10,"291,824",10.1149/2.0811609jes,2016,val
K0.1667Na0.21Li0.29C0.3333O1,"951,1005,860",10.1149/2.1091607jes,2016,train
La27W3.5Mo1.5O55.5,"824,243,208",10.1149/2.1251609jes,2016,val
La27Nb0.75W2.75Mo1.5O55.5,"526,824,243,208",10.1149/2.1251609jes,2016,val
La27Nb0.75W3.5Mo0.75O55.5,"526,824,243,208",10.1149/2.1251609jes,2016,val
La27Nb0.75W4.25O55.55,"526,824,243",10.1149/2.1251609jes,2016,val
V6Cu6.9O18.9,"543,560",10.1149/2.1331610jes,2016,train
VCuO3,"543,560",10.1149/2.1331610jes,2016,train
Ba0.98La0.02SnO3,"40,824,248",10.1149/2.0691610jes,2016,train
Sr0.5Sm0.5MnCoO3,"291,559,300,754",10.1149/2.027208jes,2012,train
Sr0.5Sm0.5CoCuO3,"291,818,300,754",10.1149/2.027208jes,2012,train
